date,description,amount,category
2025-10-25,Netflix,-22.97,Entertainment
2025-10-26,Buffalo Wild Wings,-8.87,Dining
2025-10-26,Physical Therapy,-88.2,Health
2025-10-27,Microsoft 365,-33.86,Subscriptions
2025-10-27,Staples,-108.08,Shopping
2025-10-27,Auto Repair Shop,-32.73,Transportation
2025-10-27,Google One Storage,-33.15,Subscriptions
2025-10-27,Parking Garage,-12.7,Transportation
2025-10-28,AMC Theaters,-21.83,Entertainment
2025-10-28,Trash Collection Service,-71.61,Utilities
2025-10-28,Apartment Maintenance,-2147.73,Housing
2025-10-28,YouTube Premium,-24.21,Entertainment
2025-10-28,Marriott Hotel,-262.47,Travel
2025-10-29,DoorDash,-94.24,Dining
2025-10-29,Uber Eats,-70.58,Dining
2025-10-29,Airbnb,-162.26,Travel
2025-10-29,New York Times,-13.48,Subscriptions
2025-10-30,Disney Plus,-37.39,Entertainment
2025-10-30,Publix,-139.88,Groceries
2025-10-30,Airbnb,-820.6,Travel
2025-10-30,Trash Collection Service,-142.68,Utilities
2025-10-30,School Supplies,-3965.36,Education
2025-10-30,IKEA,-131.78,Shopping
2025-10-30,Enterprise Rent-A-Car,-802.81,Travel
2025-10-30,Coursera,-2144.13,Education
2025-10-31,Car Wash,-67.71,Transportation
2025-10-31,Chick-fil-A,-42.17,Dining
2025-10-31,Rent Payment,-1486.05,Housing
2025-11-01,Disney Plus,-29.6,Entertainment
2025-11-01,Gym Membership,-45.0,Entertainment
2025-11-01,Netflix,-15.99,Entertainment
2025-11-01,Payroll Deposit - Company Inc,3500.0,Income
2025-11-01,Spotify Premium,-9.99,Entertainment
2025-11-01,Tax Refund,1915.03,Income
2025-11-01,Rent Payment,-1200.0,Housing
2025-11-01,Prescription Refill,-130.75,Health
2025-11-02,Dominos Pizza,-60.94,Dining
2025-11-02,School Supplies,-296.0,Education
2025-11-02,Sams Club,-177.3,Groceries
2025-11-02,Gift Money,5041.26,Income
2025-11-03,Costco,-72.82,Groceries
2025-11-03,Public Transit,-19.91,Transportation
2025-11-03,Nintendo eShop,-14.92,Entertainment
2025-11-03,Panera Bread,-63.72,Dining
2025-11-03,eBay,-250.33,Shopping
2025-11-03,Microsoft 365,-14.59,Subscriptions
2025-11-04,Nintendo eShop,-37.38,Entertainment
2025-11-04,Hertz Rental Car,-249.05,Travel
2025-11-04,Google One Storage,-18.49,Subscriptions
2025-11-04,Spotify Premium,-28.94,Entertainment
2025-11-04,Lab Tests,-77.42,Health
2025-11-04,Aldi,-130.68,Groceries
2025-11-04,Auto Repair Shop,-39.4,Transportation
2025-11-05,Comcast Internet,-157.05,Utilities
2025-11-05,Electric Company,-120.0,Utilities
2025-11-05,Whole Foods Market,-87.31,Groceries
2025-11-05,Target,-147.87,Groceries
2025-11-05,YouTube Premium,-54.62,Entertainment
2025-11-06,Xbox Live,-57.42,Entertainment
2025-11-06,Hilton Hotels,-367.44,Travel
2025-11-06,Freelance Payment,1833.0,Income
2025-11-06,Lab Tests,-162.88,Health
2025-11-06,Cashback Reward,3046.15,Income
2025-11-06,Kindle Unlimited,-77.42,Subscriptions
2025-11-06,Textbook Store,-3267.3,Education
2025-11-06,Spotify Premium,-16.35,Entertainment
2025-11-06,Apartment Maintenance,-2012.82,Housing
2025-11-07,Shell Gas Station,-17.04,Transportation
2025-11-07,eBay,-89.72,Shopping
2025-11-08,Home Insurance,-1936.77,Housing
2025-11-08,United Airlines,-943.27,Travel
2025-11-08,Mortgage Payment,-1763.51,Housing
2025-11-08,Textbook Store,-587.86,Education
2025-11-08,Medical Clinic,-102.55,Health
2025-11-09,Metro Card,-58.67,Transportation
2025-11-09,HOA Fees,-2377.98,Housing
2025-11-09,Apartment Maintenance,-2357.18,Housing
2025-11-09,Trader Joes,-87.64,Groceries
2025-11-09,Online Course,-1298.01,Education
2025-11-09,Auto Repair Shop,-37.79,Transportation
2025-11-09,Home Insurance,-1130.44,Housing
2025-11-10,HOA Fees,-1008.77,Housing
2025-11-10,Panera Bread,-30.32,Dining
2025-11-10,Coursera,-2278.27,Education
2025-11-10,Comcast Internet,-89.99,Utilities
2025-11-10,Coursera,-1965.9,Education
2025-11-11,Publix,-148.95,Groceries
2025-11-11,Bank Interest,1179.49,Income
2025-11-11,Spectrum Internet,-203.55,Utilities
2025-11-12,Food Lion,-72.1,Groceries
2025-11-12,Electric Company,-246.25,Utilities
2025-11-12,Home Insurance,-1297.39,Housing
2025-11-12,Amazon Prime,-14.99,Subscriptions
2025-11-12,Gym Membership,-36.64,Entertainment
2025-11-13,Safeway,-83.54,Groceries
2025-11-13,Food Lion,-104.17,Groceries
2025-11-13,Publix,-147.99,Groceries
2025-11-13,School Supplies,-2437.17,Education
2025-11-14,Tax Refund,4346.78,Income
2025-11-14,Hulu,-38.36,Entertainment
2025-11-14,Gift Money,2838.04,Income
2025-11-14,Red Lobster,-88.74,Dining
2025-11-14,Side Hustle Income,4409.27,Income
2025-11-15,HOA Fees,-1782.99,Housing
2025-11-15,Verizon Wireless,-75.0,Utilities
2025-11-15,Payroll Deposit - Company Inc,3500.0,Income
2025-11-15,Spectrum Internet,-210.48,Utilities
2025-11-15,HBO Max,-53.6,Entertainment
2025-11-15,PlayStation Store,-33.4,Entertainment
2025-11-16,HOA Fees,-2176.9,Housing
2025-11-16,Tax Refund,3523.06,Income
2025-11-16,Health Insurance Premium,-41.33,Health
2025-11-16,Fitness Center,-104.21,Health
2025-11-16,Gift Money,3304.08,Income
2025-11-16,Chick-fil-A,-32.38,Dining
2025-11-16,Airbnb,-1330.17,Travel
2025-11-16,Lab Tests,-181.75,Health
2025-11-16,Sams Club,-174.67,Groceries
2025-11-16,Gift Money,5010.55,Income
2025-11-17,Microsoft 365,-76.46,Subscriptions
2025-11-17,Steam,-32.96,Entertainment
2025-11-17,Metro Card,-23.74,Transportation
2025-11-18,Buffalo Wild Wings,-16.85,Dining
2025-11-18,New York Times,-40.15,Subscriptions
2025-11-18,Parking Garage,-28.19,Transportation
2025-11-18,T-Mobile,-195.25,Utilities
2025-11-19,Payroll Deposit - Company Inc,1112.2,Income
2025-11-19,Spotify Premium,-12.28,Entertainment
2025-11-19,United Airlines,-998.74,Travel
2025-11-19,Parking Garage,-16.34,Transportation
2025-11-19,Coursera,-1288.16,Education
2025-11-19,Chipotle Mexican Grill,-56.33,Dining
2025-11-19,Comcast Internet,-126.73,Utilities
2025-11-19,Bank Interest,2654.72,Income
2025-11-19,Microsoft 365,-69.51,Subscriptions
2025-11-20,Kindle Unlimited,-57.57,Subscriptions
2025-11-20,DoorDash,-11.0,Dining
2025-11-20,Hertz Rental Car,-1372.2,Travel
2025-11-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-11-20,Wall Street Journal,-44.28,Subscriptions
2025-11-21,Medical Clinic,-154.43,Health
2025-11-21,HEB,-140.88,Groceries
2025-11-21,Wall Street Journal,-40.57,Subscriptions
2025-11-21,City Water Department,-100.0,Utilities
2025-11-22,Uber,-40.63,Transportation
2025-11-23,Student Loan Payment,-2387.78,Education
2025-11-23,Prescription Refill,-80.92,Health
2025-11-23,Property Tax,-1169.38,Housing
2025-11-23,Microsoft 365,-49.92,Subscriptions
2025-11-23,Apartment Maintenance,-2265.12,Housing
2025-11-23,Udemy,-1434.69,Education
2025-11-23,Dropbox Pro,-28.24,Subscriptions
2025-11-23,Spectrum Internet,-83.48,Utilities
2025-11-24,Airport Parking,-25.97,Transportation
2025-11-24,University Tuition,-1553.52,Education
2025-11-24,City Water Department,-226.99,Utilities
2025-11-25,Netflix,-16.54,Entertainment
2025-11-25,Target,-152.89,Groceries
2025-11-26,Spotify Premium,-14.02,Entertainment
2025-11-26,YouTube Premium,-49.07,Entertainment
2025-11-26,Health Insurance Premium,-178.01,Health
2025-11-26,Apple Store,-169.2,Shopping
2025-11-26,Spectrum Internet,-110.05,Utilities
2025-11-27,Apartment Maintenance,-1362.86,Housing
2025-11-27,Payroll Deposit - Company Inc,4643.77,Income
2025-11-27,Regal Cinemas,-41.15,Entertainment
2025-11-27,Dividend Payment,1253.47,Income
2025-11-27,Side Hustle Income,5658.23,Income
2025-11-27,YouTube Premium,-25.34,Entertainment
2025-11-27,Delta Airlines,-983.55,Travel
2025-11-27,Rite Aid,-168.32,Health
2025-11-27,Publix,-30.73,Groceries
2025-11-28,Rent Payment,-901.01,Housing
2025-11-28,Audible,-10.33,Subscriptions
2025-11-28,Exxon Mobil,-62.89,Transportation
2025-11-29,Tax Refund,1465.93,Income
2025-11-29,University Tuition,-2816.47,Education
2025-11-29,Prescription Refill,-61.73,Health
2025-11-29,Spectrum Internet,-76.98,Utilities
2025-11-29,Rent Payment,-2197.92,Housing
2025-11-29,Verizon Wireless,-52.42,Utilities
2025-11-30,Fitness Center,-171.53,Health
2025-11-30,School Supplies,-2793.21,Education
2025-11-30,Food Lion,-86.49,Groceries
2025-11-30,Grubhub,-74.93,Dining
2025-12-01,Gym Membership,-45.0,Entertainment
2025-12-01,New York Times,-75.97,Subscriptions
2025-12-01,Netflix,-15.99,Entertainment
2025-12-01,Google One Storage,-78.6,Subscriptions
2025-12-01,Local Cafe,-89.25,Dining
2025-12-01,Apple Store,-111.08,Shopping
2025-12-01,Rent Payment,-1200.0,Housing
2025-12-01,Payroll Deposit - Company Inc,3500.0,Income
2025-12-01,Spotify Premium,-9.99,Entertainment
2025-12-02,Student Loan Payment,-1020.58,Education
2025-12-03,Gym Membership,-52.94,Entertainment
2025-12-03,Regal Cinemas,-49.73,Entertainment
2025-12-03,New York Times,-16.34,Subscriptions
2025-12-04,New York Times,-34.96,Subscriptions
2025-12-04,Apartment Maintenance,-1783.67,Housing
2025-12-04,Shell Gas Station,-20.74,Transportation
2025-12-04,United Airlines,-616.44,Travel
2025-12-04,New York Times,-40.64,Subscriptions
2025-12-04,HOA Fees,-2028.34,Housing
2025-12-04,University Tuition,-1351.79,Education
2025-12-05,New York Times,-37.01,Subscriptions
2025-12-05,Microsoft 365,-31.08,Subscriptions
2025-12-05,Jiffy Lube,-40.34,Transportation
2025-12-05,Starbucks,-17.23,Dining
2025-12-05,American Airlines,-796.09,Travel
2025-12-05,Audible,-69.15,Subscriptions
2025-12-05,Electric Company,-120.0,Utilities
2025-12-06,City Water Department,-249.62,Utilities
2025-12-06,Hertz Rental Car,-506.32,Travel
2025-12-06,Auto Repair Shop,-56.92,Transportation
2025-12-07,Rent Payment,-1579.0,Housing
2025-12-07,United Airlines,-1094.39,Travel
2025-12-07,New York Times,-73.78,Subscriptions
2025-12-07,Exxon Mobil,-40.0,Transportation
2025-12-08,LinkedIn Premium,-24.72,Subscriptions
2025-12-08,Airbnb,-1310.67,Travel
2025-12-08,Nike,-194.98,Shopping
2025-12-10,Taco Bell,-27.55,Dining
2025-12-10,Hulu,-26.66,Entertainment
2025-12-10,YouTube Premium,-20.2,Entertainment
2025-12-10,Comcast Internet,-89.99,Utilities
2025-12-10,Side Hustle Income,4117.49,Income
2025-12-11,University Tuition,-2629.31,Education
2025-12-11,Airport Parking,-56.78,Transportation
2025-12-12,Rent Payment,-2377.08,Housing
2025-12-12,Home Insurance,-2429.29,Housing
2025-12-12,Jiffy Lube,-44.48,Transportation
2025-12-12,Google One Storage,-22.91,Subscriptions
2025-12-12,Amazon Prime,-14.99,Subscriptions
2025-12-12,Expedia,-490.97,Travel
2025-12-12,Best Buy,-296.55,Shopping
2025-12-12,Car Wash,-23.77,Transportation
2025-12-12,Dropbox Pro,-66.01,Subscriptions
2025-12-13,Adobe Creative Cloud,-51.67,Subscriptions
2025-12-13,Bank Interest,4684.3,Income
2025-12-13,YouTube Premium,-55.81,Entertainment
2025-12-14,Gift Money,3654.81,Income
2025-12-14,Tax Refund,2682.22,Income
2025-12-14,Gym Membership,-23.33,Entertainment
2025-12-14,Xbox Live,-47.94,Entertainment
2025-12-15,Expedia,-427.75,Travel
2025-12-15,Jiffy Lube,-18.82,Transportation
2025-12-15,Verizon Wireless,-75.0,Utilities
2025-12-15,Comcast Internet,-171.99,Utilities
2025-12-15,Metro Card,-46.17,Transportation
2025-12-15,Home Insurance,-845.49,Housing
2025-12-15,Hilton Hotels,-114.37,Travel
2025-12-15,Payroll Deposit - Company Inc,3500.0,Income
2025-12-16,Public Transit,-70.09,Transportation
2025-12-16,Student Loan Payment,-554.04,Education
2025-12-16,Chevron,-68.99,Transportation
2025-12-16,Natural Gas Co,-239.28,Utilities
2025-12-16,Apartment Maintenance,-1376.03,Housing
2025-12-16,T-Mobile,-113.27,Utilities
2025-12-16,Uber,-32.86,Transportation
2025-12-17,University Tuition,-3768.36,Education
2025-12-17,Rent Payment,-2416.64,Housing
2025-12-17,Apartment Maintenance,-2443.2,Housing
2025-12-17,Gym Membership,-15.32,Entertainment
2025-12-17,Subway,-31.39,Dining
2025-12-17,Electric Company,-62.87,Utilities
2025-12-17,Adobe Creative Cloud,-47.31,Subscriptions
2025-12-18,HOA Fees,-850.03,Housing
2025-12-18,LinkedIn Premium,-9.92,Subscriptions
2025-12-18,Hilton Hotels,-789.04,Travel
2025-12-19,Comcast Internet,-55.62,Utilities
2025-12-19,Wall Street Journal,-58.17,Subscriptions
2025-12-19,Southwest Airlines,-262.23,Travel
2025-12-20,Nordstrom,-176.29,Shopping
2025-12-20,Mortgage Payment,-1764.87,Housing
2025-12-20,Pizza Hut,-66.2,Dining
2025-12-20,Coursera,-1373.68,Education
2025-12-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-12-20,Trash Collection Service,-225.13,Utilities
2025-12-21,Apartment Maintenance,-2466.03,Housing
2025-12-21,Netflix,-59.99,Entertainment
2025-12-21,Enterprise Rent-A-Car,-1004.41,Travel
2025-12-21,Gap,-24.66,Shopping
2025-12-22,New York Times,-45.95,Subscriptions
2025-12-22,YouTube Premium,-47.68,Entertainment
2025-12-23,Metro Card,-62.72,Transportation
2025-12-23,Physical Therapy,-182.65,Health
2025-12-24,Spotify Premium,-30.66,Entertainment
2025-12-24,Walgreens,-93.45,Health
2025-12-25,Public Transit,-7.7,Transportation
2025-12-25,Stop & Shop,-22.28,Groceries
2025-12-26,Sams Club,-139.64,Groceries
2025-12-26,Trader Joes,-159.3,Groceries
2025-12-26,Grubhub,-18.1,Dining
2025-12-27,Jiffy Lube,-19.68,Transportation
2025-12-27,Side Hustle Income,4602.92,Income
2025-12-27,Sushi Bar,-72.57,Dining
2025-12-27,Side Hustle Income,5703.22,Income
2025-12-27,HOA Fees,-957.87,Housing
2025-12-28,Public Transit,-31.17,Transportation
2025-12-28,Jiffy Lube,-62.76,Transportation
2025-12-28,Coursera,-4991.91,Education
2025-12-28,Rent Payment,-1082.43,Housing
2025-12-29,Electric Company,-60.77,Utilities
2025-12-29,Dividend Payment,632.52,Income
2025-12-29,Lyft,-17.32,Transportation
2025-12-29,Expedia,-1340.89,Travel
2025-12-29,YouTube Premium,-44.53,Entertainment
2025-12-29,Publix,-26.11,Groceries
2025-12-29,HBO Max,-39.3,Entertainment
2025-12-30,Xbox Live,-41.46,Entertainment
2025-12-30,Rent Payment,-1110.95,Housing
2025-12-30,Dividend Payment,1497.49,Income
2025-12-30,University Tuition,-1921.95,Education
2025-12-30,Dominos Pizza,-51.09,Dining
2025-12-31,Parking Garage,-72.53,Transportation
2025-12-31,Cashback Reward,2033.68,Income
2025-12-31,Apple Music,-21.41,Entertainment
2025-12-31,BP Gas,-50.89,Transportation
2025-12-31,Marriott Hotel,-324.97,Travel
2025-12-31,Spectrum Internet,-57.19,Utilities
2025-12-31,Airbnb,-393.31,Travel
2026-01-01,Rent Payment,-1200.0,Housing
2026-01-01,Netflix,-15.99,Entertainment
2026-01-01,Auto Repair Shop,-36.42,Transportation
2026-01-01,Gym Membership,-45.0,Entertainment
2026-01-01,Spotify Premium,-9.99,Entertainment
2026-01-01,Payroll Deposit - Company Inc,3500.0,Income
2026-01-02,Nordstrom,-70.0,Shopping
2026-01-02,Enterprise Rent-A-Car,-685.91,Travel
2026-01-02,Dividend Payment,855.99,Income
2026-01-03,Kroger,-62.09,Groceries
2026-01-03,Gift Money,631.41,Income
2026-01-03,Rent Payment,-1720.79,Housing
2026-01-03,AT&T,-197.11,Utilities
2026-01-03,Rent Payment,-2193.34,Housing
2026-01-04,Apple Music,-28.04,Entertainment
2026-01-04,Online Course,-1298.5,Education
2026-01-05,Electric Company,-120.0,Utilities
2026-01-05,H&M,-262.62,Shopping
2026-01-05,Food Lion,-113.15,Groceries
2026-01-05,Nike,-56.22,Shopping
2026-01-05,Lab Tests,-127.03,Health
2026-01-05,United Airlines,-519.39,Travel
2026-01-05,CVS Pharmacy,-71.96,Health
2026-01-05,Xbox Live,-36.01,Entertainment
2026-01-06,Target,-36.81,Groceries
2026-01-06,Yoga Studio,-112.88,Health
2026-01-06,Audible,-31.89,Subscriptions
2026-01-06,School Supplies,-3801.89,Education
2026-01-07,American Airlines,-162.45,Travel
2026-01-07,Bank Interest,1986.45,Income
2026-01-07,Tax Refund,5595.78,Income
2026-01-07,Gym Membership,-59.14,Entertainment
2026-01-07,Gap,-333.2,Shopping
2026-01-08,Steam,-56.24,Entertainment
2026-01-08,Apple Music,-56.44,Entertainment
2026-01-08,Side Hustle Income,2352.23,Income
2026-01-08,Rent Payment,-1791.09,Housing
2026-01-09,Uber,-9.62,Transportation
2026-01-09,Nike,-217.76,Shopping
2026-01-09,Coursera,-2548.02,Education
2026-01-09,Freelance Payment,4898.3,Income
2026-01-09,HOA Fees,-1292.64,Housing
2026-01-09,Online Course,-954.46,Education
2026-01-09,Spotify Premium,-11.03,Entertainment
2026-01-10,Comcast Internet,-89.99,Utilities
2026-01-10,Food Lion,-141.51,Groceries
2026-01-11,Aldi,-49.08,Groceries
2026-01-11,Dominos Pizza,-75.8,Dining
2026-01-11,Hulu,-57.17,Entertainment
2026-01-12,Audible,-16.26,Subscriptions
2026-01-12,Amazon Prime,-14.99,Subscriptions
2026-01-12,Auto Repair Shop,-36.07,Transportation
2026-01-12,Lyft,-52.68,Transportation
2026-01-12,Steam,-44.43,Entertainment
2026-01-13,Home Depot,-250.56,Shopping
2026-01-13,New York Times,-66.4,Subscriptions
2026-01-13,Physical Therapy,-23.72,Health
2026-01-13,Zara,-246.45,Shopping
2026-01-14,Udemy,-1061.2,Education
2026-01-15,Verizon Wireless,-75.0,Utilities
2026-01-15,Payroll Deposit - Company Inc,3500.0,Income
2026-01-15,YouTube Premium,-9.39,Entertainment
2026-01-15,Shell Gas Station,-15.71,Transportation
2026-01-15,Steam,-33.24,Entertainment
2026-01-15,Thai Restaurant,-29.45,Dining
2026-01-16,Whole Foods Market,-105.67,Groceries
2026-01-16,Dentist Office,-56.03,Health
2026-01-16,Hilton Hotels,-1069.92,Travel
2026-01-17,McDonalds,-45.93,Dining
2026-01-17,Old Navy,-185.24,Shopping
2026-01-17,Wall Street Journal,-47.09,Subscriptions
2026-01-17,Hilton Hotels,-553.72,Travel
2026-01-17,Dentist Office,-101.04,Health
2026-01-17,Natural Gas Co,-167.23,Utilities
2026-01-18,Prescription Refill,-54.38,Health
2026-01-18,Natural Gas Co,-203.69,Utilities
2026-01-19,Wall Street Journal,-32.28,Subscriptions
2026-01-19,Public Transit,-21.11,Transportation
2026-01-19,Bank Interest,3395.78,Income
2026-01-20,Adobe Creative Cloud,-54.99,Subscriptions
2026-01-20,Coursera,-162.99,Education
2026-01-20,Trader Joes,-158.33,Groceries
2026-01-20,Trader Joes,-44.15,Groceries
2026-01-21,DoorDash,-37.98,Dining
2026-01-21,Yoga Studio,-29.42,Health
2026-01-21,Mortgage Payment,-990.67,Housing
2026-01-21,Shell Gas Station,-26.76,Transportation
2026-01-22,Publix,-104.95,Groceries
2026-01-22,Office Depot,-228.21,Shopping
2026-01-22,City Water Department,-198.35,Utilities
2026-01-22,Zara,-240.78,Shopping
2026-01-22,Whole Foods Market,-49.25,Groceries
2026-01-22,Taco Bell,-46.96,Dining
2026-01-22,Wegmans,-84.79,Groceries
2026-01-23,Old Navy,-310.83,Shopping
2026-01-23,Rent Payment,-1528.37,Housing
2026-01-23,Costco,-29.42,Groceries
2026-01-23,Uber Eats,-78.04,Dining
2026-01-24,Apple Music,-38.63,Entertainment
2026-01-24,Office Depot,-102.19,Shopping
2026-01-24,Netflix,-24.43,Entertainment
2026-01-25,Nike,-24.49,Shopping
2026-01-25,Kindle Unlimited,-23.57,Subscriptions
2026-01-25,Red Lobster,-94.11,Dining
2026-01-26,Staples,-127.88,Shopping
2026-01-26,Kindle Unlimited,-24.4,Subscriptions
2026-01-26,University Tuition,-4395.99,Education
2026-01-26,Rite Aid,-102.49,Health
2026-01-26,Natural Gas Co,-193.27,Utilities
2026-01-27,DoorDash,-37.24,Dining
2026-01-27,Car Wash,-65.37,Transportation
2026-01-27,Cashback Reward,3276.82,Income
2026-01-27,HBO Max,-33.18,Entertainment
2026-01-27,Gift Money,2453.65,Income
2026-01-28,Delta Airlines,-649.06,Travel
2026-01-28,Bank Interest,3544.83,Income
2026-01-28,Costco,-155.77,Groceries
2026-01-28,Udemy,-106.11,Education
2026-01-28,Google One Storage,-38.64,Subscriptions
2026-01-28,Netflix,-11.56,Entertainment
2026-01-28,CVS Pharmacy,-124.02,Health
2026-01-29,Public Transit,-21.24,Transportation
2026-01-29,Wall Street Journal,-32.41,Subscriptions
2026-01-30,Local Cafe,-88.15,Dining
2026-01-30,Pizza Hut,-83.68,Dining
2026-01-30,Fitness Center,-39.92,Health
2026-01-31,University Tuition,-713.16,Education
2026-01-31,Dividend Payment,5605.93,Income
2026-02-01,Tax Refund,1674.9,Income
2026-02-01,Google One Storage,-73.77,Subscriptions
2026-02-01,Comcast Internet,-217.27,Utilities
2026-02-01,Chevron,-14.0,Transportation
2026-02-01,DoorDash,-29.32,Dining
2026-02-02,New York Times,-65.8,Subscriptions
2026-02-02,Home Insurance,-2335.06,Housing
2026-02-02,Regal Cinemas,-29.88,Entertainment
2026-02-02,Dentist Office,-135.42,Health
2026-02-03,Dentist Office,-157.32,Health
2026-02-03,University Tuition,-4784.35,Education
2026-02-03,Netflix,-17.56,Entertainment
2026-02-03,Freelance Payment,1519.92,Income
2026-02-03,Hertz Rental Car,-784.63,Travel
2026-02-03,Target,-222.96,Shopping
2026-02-03,Stop & Shop,-131.23,Groceries
2026-02-03,Airport Parking,-21.99,Transportation
